nominaldiameter,facilityid,capacity_notes,life,rehab_project,capacity,feet_len,material,design_link,name,comment,install_date,sliplined,maintenance,objectid,rehab_year
8,L0544_L0405,,Active,,Less than 50 pct obligated,175.21291744,PVC,,Cottonwood Condominiums Subdivision Phase 2,,2013,,City of Bozeman,4215,
8,L0546_L0545,,Active,,Less than 50 pct obligated,154.87456527,PVC,,Cottonwood Condominiums Subdivision Phase 2,,2013,,City of Bozeman,4216,
8,L0552_L0538,,Active,,Less than 50 pct obligated,217.30756149,PVC,,Cottonwood Condominiums Subdivision Phase 2,,2013,,City of Bozeman,4217,
8,L0554_L0553,,Active,,Less than 50 pct obligated,141.60996517,PVC,,Cottonwood Condominiums Subdivision Phase 2,,2013,,City of Bozeman,4218,
8,L0547_L0546,,Active,,Less than 50 pct obligated,60.44499943,PVC,,Cottonwood Condominiums Subdivision Phase 2,,2013,,City of Bozeman,4219,
8,L0548_L0547,,Active,,Less than 50 pct obligated,69.46662959,PVC,,Cottonwood Condominiums Subdivision Phase 2,,2013,,City of Bozeman,4220,
8,L0550_L0549,,Active,,Less than 50 pct obligated,172.98539051,PVC,,Cottonwood Condominiums Subdivision Phase 2,,2013,,City of Bozeman,4221,
8,L0551_L0552,,Active,,Less than 50 pct obligated,100.5012788,PVC,,Cottonwood Condominiums Subdivision Phase 2,,2013,,City of Bozeman,4222,
8,L0553_L0539,,Active,,Less than 50 pct obligated,246.71937968,PVC,,Cottonwood Condominiums Subdivision Phase 2,,2013,,City of Bozeman,4223,
8,STUBW_G0235,,Active,,Less than 50 pct obligated,45.13783628,PVC,,11th Avenue Improvements,,2002,,City of Bozeman,4224,
8,STUBE_G0235,,Active,,Less than 50 pct obligated,27.07697999,PVC,,11th Avenue Improvements,,2002,,City of Bozeman,4225,
8,STUBS_L0537,,Active,,Less than 50 pct obligated,34.28857859,PVC,,Cottonwood Condominiums,,2004,,City of Bozeman,4226,
8,STUBS_L0535,,Active,,Less than 50 pct obligated,34.26199909,PVC,,Cottonwood Condominiums,,2004,,City of Bozeman,4227,
8,L0545_L0544,,Active,,Less than 50 pct obligated,132.17606475,PVC,,Cottonwood Condominiums Subdivision Phase 2,,2013,,City of Bozeman,4228,
8,STUBE_L0544,,Active,,Less than 50 pct obligated,10.44163371,PVC,,Cottonwood Condominiums Subdivision Phase 2,,2013,,City of Bozeman,4229,
8,L0167_L0142,,Active,,Less than 50 pct obligated,310.31563407,PVC,,Baxter Meadows West Ph 3B,,2013,,City of Bozeman,4230,
8,L0137_l0136,,Active,,Less than 50 pct obligated,277.48131116,PVC,,Baxter Meadows West Ph 3B,,2013,,City of Bozeman,4231,
8,L0136_L0167,,Active,,Less than 50 pct obligated,34.91530551,PVC,,Baxter Meadows West Ph 3B,,2013,,City of Bozeman,4232,
8,D0151_D0137,,Active,,Less than 50 pct obligated,145.72619424,PVC,,The Legends at Bridger Creek 2 Sub Phase 2,,2013,,City of Bozeman,4233,
8,D0152_D0151,,Active,,Less than 50 pct obligated,398.99487007,PVC,,The Legends at Bridger Creek 2 Sub Phase 2,,2013,,City of Bozeman,4234,
8,D0153_D0152,,Active,,Less than 50 pct obligated,156.15786995,PVC,,The Legends at Bridger Creek 2 Sub Phase 2,,2013,,City of Bozeman,4235,
8,D0154_D0153,,Active,,Less than 50 pct obligated,149.97232025,PVC,,The Legends at Bridger Creek 2 Sub Phase 2,,2013,,City of Bozeman,4236,
8,L0135_L0136,,Active,,Less than 50 pct obligated,210.34472387,PVC,,Baxter Meadows West Ph 3B,,2013,,City of Bozeman,4237,
8,L0134_L0133,,Active,,Less than 50 pct obligated,313.46631641,PVC,,Baxter Meadows West Ph 3B,,2013,,City of Bozeman,4238,
8,L0133_L0130,,Active,,Less than 50 pct obligated,324.84072348,PVC,,Baxter Meadows West Ph 3B,,2013,,City of Bozeman,4239,
8,L0132_L0131,,Active,,Less than 50 pct obligated,194.26410045,PVC,,Baxter Meadows West Ph 3B,,2013,,City of Bozeman,4240,
8,L0131_L0130,,Active,,Less than 50 pct obligated,312.57476907,PVC,,Baxter Meadows West Ph 3B,,2013,,City of Bozeman,4241,
8,L0130_L0129,,Active,,Less than 50 pct obligated,190.12335833,PVC,,Baxter Meadows West Ph 3B,,2013,,City of Bozeman,4242,
8,L0129_L0128,,Active,,Less than 50 pct obligated,138.83807218,PVC,,Baxter Meadows West Ph 3B,,2013,,City of Bozeman,4243,
8,L0165_L0128,,Active,,Less than 50 pct obligated,156.38073898,PVC,,Baxter Meadows West Ph 3B,,2013,,City of Bozeman,4244,
8,L0128_L0127,,Active,,Less than 50 pct obligated,141.53695095,PVC,,Baxter Meadows West Ph 3B,,2013,,City of Bozeman,4245,
8,L0138_L0140,,Active,,Less than 50 pct obligated,279.22911131,PVC,,Baxter Meadows West Ph 3B,,2013,,City of Bozeman,4246,
8,L0140_L0141,,Active,,Less than 50 pct obligated,309.61881716,PVC,,Baxter Meadows West Ph 3B,,2013,,City of Bozeman,4247,
8,L0141_L0128,,Active,,Less than 50 pct obligated,322.57804751,PVC,,Baxter Meadows West Ph 3B,,2013,,City of Bozeman,4248,
20,F0119_F0118,,Active,,Less than 50 pct obligated,207.76294863,AC,,Bozeman Industrial Park,,1974,,City of Bozeman,4249,
20,F0109_F0119,,Active,,Less than 50 pct obligated,49.00720909,AC,,Bozeman Industrial Park,,1974,,City of Bozeman,4250,
6,STUBS_F0118,"6"" or smaller main",Active,,Greater than 75 pct obligated,44.63111486,Unk,,Edgerly Trailer Park  - PRIVATE,PRIVATE,UNK,,Private,4251,
6,STUBS_F0119,"6"" or smaller main",Active,,Greater than 75 pct obligated,33.68179619,Unk,,Edgerly Trailer Park  - PRIVATE,PRIVATE,UNK,,Private,4252,
8,D0157_D0156,,Active,,Less than 50 pct obligated,49.85875731,PVC,,The Legends at Bridger Creek 2 Sub Phase 2,,2013,,City of Bozeman,4253,
8,M0308_M0309,,Active,,Less than 50 pct obligated,393.09716427,PVC,,Traditions Subdivision Phase 1,,2005,,City of Bozeman,4254,
8,STUBN_M0309,,Active,,Less than 50 pct obligated,43.38769917,PVC,,Traditions Subdivision Phase 1,,2005,,City of Bozeman,4255,
8,M0304_M0307,,Active,,Less than 50 pct obligated,398.92172392,PVC,,Traditions Subdivision Phase 1,,2005,,City of Bozeman,4256,
8,STUBW_M0307,,Active,,Less than 50 pct obligated,3.7985248,PVC,,Traditions Subdivision Phase 1,,2005,,City of Bozeman,4257,
6,G0667_G0668,"6"" or smaller main",Active,,Greater than 75 pct obligated,389.39395894,VCP,,SID 341,,1948,,City of Bozeman,4258,
8,K0493_K04105,,Active,,Less than 50 pct obligated,300.4917152,PVC,,Fowler Place Subdivision,,2007,,City of Bozeman,4259,
8,STUBN_K04105,,Active,,Less than 50 pct obligated,62.82660391,PVC,,Fowler Place Subdivision,,2007,,City of Bozeman,4260,
8,J0102_J0039,,Active,,Less than 50 pct obligated,326.77317754,PVC,,Cattail Creek Phase 2,,2002,,City of Bozeman,4261,
8,STUBS_J0102,,Active,,Less than 50 pct obligated,6.32030776,PVC,,Cattail Creek Phase 2,,2002,,City of Bozeman,4262,
8,L0154_L0155,,Active,,Less than 50 pct obligated,400.08528944,PVC,,Baxter Meadows Subdivision Phase 3,,2007,,City of Bozeman,4263,
8,STUBS_L0154,,Active,,Less than 50 pct obligated,83.96741122,PVC,,Baxter Meadows Subdivision Phase 3,,2007,,City of Bozeman,4264,
8,J0039_J0038,,Active,,Less than 50 pct obligated,111.85168886,PVC,,Cattail Creek Phase 2,,2002,,City of Bozeman,4265,
8,I0624_I0625,,Active,,Less than 50 pct obligated,396.86712368,VCP,,SID 432,,1963,,City of Bozeman,4266,
8,I0623_I0624,,Active,,Less than 50 pct obligated,401.01762135,VCP,,SID 432,,1963,,City of Bozeman,4267,
8,I0622_H0632,,Active,,Less than 50 pct obligated,255.60870187,VCP,,SID 432,,1963,,City of Bozeman,4268,
8,H0632_I0623,,Active,,Less than 50 pct obligated,142.02981997,VCP,,SID 432,,1963,,City of Bozeman,4269,
8,H0619_H0632,,Active,,Less than 50 pct obligated,342.93478873,VCP,,MSU,,UNK,,MSU,4270,
8,I0632_I0633,,Active,,Less than 50 pct obligated,376.6423374,PVC,,Kagy Crossroads Subdivision,,2001,,City of Bozeman,4271,
8,I0633_I0634,,Active,,Less than 50 pct obligated,230.2883472,PVC,,Kagy Crossroads Subdivision,,2001,,City of Bozeman,4272,
8,I0615_I0616,,Abandoned,,Less than 50 pct obligated,359.00735694,AC,,SID 516,,1972,,Other,4273,
8,I0709_I0630,,Active,,Less than 50 pct obligated,398.88787793,PVC,,Kagy Crossroads Subdivision,,2001,,City of Bozeman,4274,
8,I0707_I0708,,Active,,Less than 50 pct obligated,334.73637793,PVC,,Kagy Crossroads Subdivision,,2001,,City of Bozeman,4275,
8,I0708_I0709,,Active,,Less than 50 pct obligated,365.63920419,PVC,,Kagy Crossroads Subdivision,,2001,,City of Bozeman,4276,
8,M0635_M0634,,Active,,Less than 50 pct obligated,216.73736056,PVC,,Loyal Gardens,,2007,,City of Bozeman,4277,
8,STUBW_M0634,,Active,,Less than 50 pct obligated,135.24561886,PVC,,Loyal Gardens,,2007,,City of Bozeman,4278,
8,D0616_D0615,,Active,,Less than 50 pct obligated,211.49463534,PVC,,Northern Rockies Professional Center,,2002,,City of Bozeman,4279,
8,F0628_F0629,,Active,,Less than 50 pct obligated,254.31663686,PVC,,SID 557,Private Sewer,1975,,City of Bozeman,4280,
8,F0629_F0630,,Active,,Less than 50 pct obligated,65.23698047,PVC,,Langhors Flowerland - S Tracy Condos,,2014,,City of Bozeman,4281,
8,F0630_F0631,,Active,,Less than 50 pct obligated,278.83902535,PVC,,Langhors Flowerland - S Tracy Condos,,2014,,City of Bozeman,4282,
8,F0631_F0633,,Active,,Less than 50 pct obligated,226.95230449,PVC,,SID 557,,1975,,City of Bozeman,4283,
8,E0704_E0703,,Active,,Less than 50 pct obligated,277.86975296,PVC,,Kagy Blvd,,1977,,City of Bozeman,4284,
8,E0706_E0704,,Active,,Less than 50 pct obligated,361.67334372,PVC,,Kagy Blvd,,1977,,City of Bozeman,4285,
8,J0520_J0521,,Active,,Less than 50 pct obligated,387.5399497,PVC,,1994 Main Mall W/S Improvements,,1994,,City of Bozeman,4286,
8,J0519_J0520,,Active,,Less than 50 pct obligated,73.74541169,PVC,,1994 Main Mall W/S Improvements,,1994,,City of Bozeman,4287,
8,L0515_L0514,,Active,,Less than 50 pct obligated,353.29331047,PVC,,Valley West,,2007,,City of Bozeman,4288,
8,L0516_L0515,,Active,,Less than 50 pct obligated,349.55050441,PVC,,Valley West,,2007,,City of Bozeman,4289,
30,E0304_F0330,,Active,,Less than 50 pct obligated,363.77653568,PVC,,Rouse Avenue,,2004,,City of Bozeman,4290,
30,E0318_F0304,,Removed,,Less than 50 pct obligated,18.11033284,PVC,,Rouse Avenue,,2004,,City of Bozeman,4291,
6,H0581_G0586,"6"" or smaller main",Active,,Greater than 75 pct obligated,77.25555469,VCP,,Origianl Sewer,Private,1969,,Private,4292,
8,J0635_J0627,,Active,,Less than 50 pct obligated,96.48847733,PVC,,The Bozeman Gateway,,2007,,City of Bozeman,4293,
8,STUBE_J0627,,Active,,Less than 50 pct obligated,37.59835254,PVC,,The Bozeman Gateway,,2007,,City of Bozeman,4294,
8,J0532_J0530,,Active,,Less than 50 pct obligated,106.66869023,PVC,,Babcock Meadows Subdivision Ph 2,,1997,,City of Bozeman,4295,
8,STUBE_J0532,,Active,,Less than 50 pct obligated,15.45104742,PVC,,Babcock Meadows Subdivision Ph 2,,1997,,City of Bozeman,4296,
8,G1018_G1007,,Active,,Less than 50 pct obligated,409.75636359,PVC,,Ellis View Subdivision,,2014,,City of Bozeman,4297,
8,G1020_G1018,,Active,,Less than 50 pct obligated,74.16202168,PVC,,Ellis View Subdivision,,2014,,City of Bozeman,4298,
8,G1021_G1020,,Active,,Less than 50 pct obligated,77.31640915,PVC,,Ellis View Subdivision,,2014,,City of Bozeman,4299,
8,G1022_G1021,,Active,,Less than 50 pct obligated,166.94566431,PVC,,Ellis View Subdivision,,2014,,City of Bozeman,4300,
8,G1024_G1023,,Active,,Less than 50 pct obligated,72.29388915,PVC,,Ellis View Subdivision,,2014,,City of Bozeman,4301,
8,G1023_G1022,,Active,,Less than 50 pct obligated,59.20315665,PVC,,Ellis View Subdivision,,2014,,City of Bozeman,4302,
8,G1019_G1018,,Active,,Less than 50 pct obligated,139.11465596,PVC,,Ellis View Subdivision,,2014,,City of Bozeman,4303,
8,L0602_M0622,,Active,,Less than 50 pct obligated,104.40831659,PVC,,Town Pump #8,,2014,,City of Bozeman,4304,
8,J0298_J0291,,Active,,Less than 50 pct obligated,317.69787728,PVC,,West Winds Planned Community Ph 6 Sub,,2014,,City of Bozeman,4305,
8,J0297_J0298,,Active,,Less than 50 pct obligated,170.14200879,PVC,,West Winds Planned Community Ph 6 Sub,,2014,,City of Bozeman,4306,
8,J0299_J0294,,Active,,Less than 50 pct obligated,301.78357369,PVC,,West Winds Planned Community Ph 6 Sub,,2014,,City of Bozeman,4307,
8,J0295_J0297,,Active,,Less than 50 pct obligated,386.21802573,PVC,,West Winds Planned Community Ph 6 Sub,,2014,,City of Bozeman,4308,
8,J0296_J0295,,Active,,Less than 50 pct obligated,193.50955051,PVC,,West Winds Planned Community Ph 6 Sub,,2014,,City of Bozeman,4309,
8,I0967_I0966,,Active,,Less than 50 pct obligated,125.36372479,PVC,,Meadow Creek Subdivision Phase 1,,2006,,City of Bozeman,4310,
8,I0971_I0967,,Active,,Less than 50 pct obligated,42.06959293,PVC,,Meadow Creek Subdivision Phase 1A,,2014,,City of Bozeman,4311,
8,I0973_I0972,,Active,,Less than 50 pct obligated,400.66060344,PVC,,Meadow Creek Subdivision Phase 1A,,2014,,City of Bozeman,4312,
8,I0972_I0971,,Active,,Less than 50 pct obligated,397.96027942,PVC,,Meadow Creek Subdivision Phase 1A,,2014,,City of Bozeman,4313,
8,H0735_H0737,,Active,,Less than 50 pct obligated,340.35446518,PVC,,Ph 1 & Stadium View at South University District,,2014,,City of Bozeman,4314,
8,H0739_H0737,,Active,,Less than 50 pct obligated,292.43032506,PVC,,Ph 1 & Stadium View at South University District,,2014,,City of Bozeman,4315,
8,H0736_H0738,,Active,,Less than 50 pct obligated,289.49957268,PVC,,Ph 1 & Stadium View at South University District,,2014,,City of Bozeman,4316,
8,H0737_H0733,,Active,,Less than 50 pct obligated,179.24771046,PVC,,Ph 1 & Stadium View at South University District,,2014,,City of Bozeman,4317,
8,H0740_H0738,,Active,,Less than 50 pct obligated,340.06864074,PVC,,Ph 1 & Stadium View at South University District,,2014,,City of Bozeman,4318,
8,H0738_H0737,,Active,,Less than 50 pct obligated,285.26140245,PVC,,Ph 1 & Stadium View at South University District,,2014,,City of Bozeman,4319,
8,H0733_H0719,,Active,,Less than 50 pct obligated,205.93421088,PVC,,Stadium Center Utiltiy Improvements,,2000,,City of Bozeman,4320,
8,STUBW_H0739,,Active,,Less than 50 pct obligated,33.20014643,PVC,,Ph 1 & Stadium View at South University District,,2014,,City of Bozeman,4321,
8,STUBW_H0736,,Active,,Less than 50 pct obligated,34.80404748,PVC,,Ph 1 & Stadium View at South University District,,2014,,City of Bozeman,4322,
8,M0547_M0519,,Active,,Less than 50 pct obligated,400.30474382,PVC,,Norton Ranch Subdivison Phase 2A,,2014,,City of Bozeman,4323,
8,M0548_M0542,,Active,,Less than 50 pct obligated,179.34183164,PVC,,Norton Ranch Subdivison Phase 2A,,2014,,City of Bozeman,4324,
8,STUBE_L0602,,Active,,Less than 50 pct obligated,56.53370102,PVC,,Town Pump #8,,2014,,City of Bozeman,4325,
8,H0918_H0917,,Active,,Less than 50 pct obligated,396.4662969,PVC,,Alder Creek Subdivision Phase 5,,2014,,City of Bozeman,4326,
8,H0917_H0916,,Active,,Less than 50 pct obligated,386.43443543,PVC,,Alder Creek Subdivision Phase 5,,2014,,City of Bozeman,4327,
8,H0916_H0915,,Active,,Less than 50 pct obligated,286.48825176,PVC,,Alder Creek Subdivision Phase 5,,2014,,City of Bozeman,4328,
8,I0715_I0714,,Active,,Less than 50 pct obligated,187.83966294,PVC,,19th Capital Group - Crowley Fleck Building,,2014,,City of Bozeman,4329,
8,I0714_I0713,,Active,,Less than 50 pct obligated,114.60631598,PVC,,19th Capital Group - Crowley Fleck Building,,2014,,City of Bozeman,4330,
8,I0713_I0701,,Active,,Less than 50 pct obligated,124.78233394,PVC,,19th Capital Group,,2014,,City of Bozeman,4331,
8,K04116_K04115,,Active,,Less than 50 pct obligated,125.44802821,PVC,,The Homes at Bridger Peak Estates,,2014,,City of Bozeman,4332,
8,K04115_K04114,,Active,,Less than 50 pct obligated,132.42127146,PVC,,The Homes at Bridger Peak Estates,,2014,,City of Bozeman,4333,
8,K04114_K04113,,Active,,Less than 50 pct obligated,39.03825173,PVC,,The Homes at Bridger Peak Estates,,2014,,City of Bozeman,4334,
8,K04112_K04113,,Active,,Less than 50 pct obligated,85.07792799,PVC,,The Homes at Bridger Peak Estates,,2014,,City of Bozeman,4335,
8,K04113_K0437,,Active,,Less than 50 pct obligated,149.44385357,PVC,,Bridger Peaks,,1993,,City of Bozeman,4336,
8,K0376_K0373,,Active,,Less than 50 pct obligated,141.5866745,PVC,,Annie Street Cottages,,2009,,City of Bozeman,4337,
8,D0532_D0520,,Abandoned,,Less than 50 pct obligated,413.4020145,PVC,,Continental Motel,,1976,,City of Bozeman,4338,
8,G0301_G0301A,,Active,,Less than 50 pct obligated,148.63249414,VCP,,SID 422,,1962,,City of Bozeman,4339,
8,G0301A_G0302,,Active,,Less than 50 pct obligated,126.92221952,VCP,,SID 422,,1962,,City of Bozeman,4340,
8,L0556_L0555,,Active,,Less than 50 pct obligated,208.08185204,PVC,,Spring Creek Village Resort,,2014,,City of Bozeman,4341,
8,L0565_L0555,,Active,,Less than 50 pct obligated,239.19023323,PVC,,Spring Creek Village Resort,,2014,,City of Bozeman,4342,
8,L0555_L0558,,Active,,Less than 50 pct obligated,375.92768811,PVC,,Spring Creek Village Resort,,2014,,City of Bozeman,4343,
8,L0559_L0558,,Active,,Less than 50 pct obligated,208.10082128,PVC,,Spring Creek Village Resort,,2014,,City of Bozeman,4344,
8,L0557_L0558,,Active,,Less than 50 pct obligated,227.77811005,PVC,,Spring Creek Village Resort,,2014,,City of Bozeman,4345,
8,L0558_L0560,,Active,,Less than 50 pct obligated,358.70856237,PVC,,Spring Creek Village Resort,,2014,,City of Bozeman,4346,
8,L0560_L0562,,Active,,Less than 50 pct obligated,201.82571722,PVC,,Spring Creek Village Resort,,2014,,City of Bozeman,4347,
8,L0561_L0562,,Active,,Less than 50 pct obligated,238.26479092,PVC,,Spring Creek Village Resort,,2014,,City of Bozeman,4348,
8,L0562_L0563,,Active,,Less than 50 pct obligated,141.22141731,PVC,,Spring Creek Village Resort,,2014,,City of Bozeman,4349,
8,L0564_L0563,,Active,,Less than 50 pct obligated,69.58060533,PVC,,Spring Creek Village Resort,,2014,,City of Bozeman,4350,
8,L0563_L0566,,Active,,Less than 50 pct obligated,178.43391157,PVC,,Spring Creek Village Resort,,2014,,City of Bozeman,4351,
8,K0182_K0144,,Active,,Less than 50 pct obligated,82.14757733,PVC,,Sundance Apartments,,2014,,City of Bozeman,4352,
8,K0186_K0179,,Active,,Less than 50 pct obligated,47.28243659,PVC,,Sundance Apartments,,2014,,City of Bozeman,4353,
8,K0183_STUBS,,Active,,Less than 50 pct obligated,69.78015387,PVC,,Sundance Apartments,,2014,,City of Bozeman,4354,
10,G0658_G0657,,Active,,Less than 50 pct obligated,327.23040513,VCP,,Tenth Ave Sanitary Sewer,,1954,,City of Bozeman,4355,
10,G0665_G0658,,Active,,Less than 50 pct obligated,46.8473174,VCP,,Tenth Ave Sanitary Sewer,Split flow,1954,,City of Bozeman,4356,
8,STUBE_J0207,,Active,,Less than 50 pct obligated,13.31438727,PVC,,West Winds Subdivision,,2005,,City of Bozeman,4357,
8,J0207_J0208,,Active,,Less than 50 pct obligated,142.46362506,PVC,,West Winds Subdivision,,2005,,City of Bozeman,4358,
8,J5015_J5017,,Active,,Less than 50 pct obligated,99.60844276,PVC,,Cattail Lake Subdivision,,2007,,City of Bozeman,4359,
8,STUBE_J5015,,Active,,Less than 50 pct obligated,66.83939415,PVC,,Cattail Lake Subdivision,,2007,,City of Bozeman,4360,
8,STUBS_I0004,,Active,,Less than 50 pct obligated,320.73439493,PVC,,I-90 & N.19th Interchange Sewer Relocation,,1992,,City of Bozeman,4361,
8,H0418_H0419,,Active,,Less than 50 pct obligated,29.56654715,PVC,,Buttrey's Sewer Replacement,,2000,,City of Bozeman,4362,
8,STUBW_H0419,,Active,,Less than 50 pct obligated,15.9402831,PVC,,Buttrey's Sewer Replacement,,2000,,City of Bozeman,4363,
8,H0501_H0502,,Active,,Less than 50 pct obligated,119.16685006,PVC,,Private,,UNK,,Private,4364,
8,STUBW_H0501,,Active,,Less than 50 pct obligated,9.98479778,PVC,,Private,,UNK,,Private,4365,
8,H0572A_H0572,,Active,,Less than 50 pct obligated,163.48774732,VCP,,,,1952,,City of Bozeman,4366,
8,K0381_K0380,,Active,,Less than 50 pct obligated,250.23914086,PVC,,Partridge Downs Subdivision,,2015,,City of Bozeman,4367,
8,K0380_K0382,,Active,,Less than 50 pct obligated,215.17886018,PVC,,Partridge Downs Subdivision,,2015,,City of Bozeman,4368,
8,K0382_K0379,,Active,,Less than 50 pct obligated,245.15182153,PVC,,Partridge Downs Subdivision,,2015,,City of Bozeman,4369,
8,K0383_K0379,,Active,,Less than 50 pct obligated,213.07288392,PVC,,Partridge Downs Subdivision,,2015,,City of Bozeman,4370,
8,K0379_K0375,,Active,,Less than 50 pct obligated,135.62956491,PVC,,Partridge Downs Subdivision,,2015,,City of Bozeman,4371,
8,K0184_K0149,,Active,,Less than 50 pct obligated,76.97448469,PVC,,Baxter Meadows Subdivision Phase 1,,2001,,City of Bozeman,4372,
8,K0149_K0114,,Active,,Less than 50 pct obligated,103.62331325,PVC,,Baxter Meadows Subdivision Phase 1,,2001,,City of Bozeman,4373,
8,K0126_K0149,,Active,,Less than 50 pct obligated,171.73530672,PVC,,Baxter Meadows Subdivision Phase 1 ,,2001,,City of Bozeman,4374,
10,N0348_M0522,,Active,,Less than 50 pct obligated,299.61127099,PVC,,Norton Ranch Phase 3,,2015,,City of Bozeman,4375,
10,N0362_N0357,,Active,,Less than 50 pct obligated,221.70435981,PVC,,Norton Ranch Phase 3,,2015,,City of Bozeman,4376,
8,N0363_N0362,,Active,,Less than 50 pct obligated,394.57547966,PVC,,Norton Ranch Phase 3,,2015,,City of Bozeman,4377,
8,N0354_N0353,,Active,,Less than 50 pct obligated,134.34297626,PVC,,Norton Ranch Phase 3,,2015,,City of Bozeman,4378,
8,N0353_N0352,,Active,,Less than 50 pct obligated,259.45975219,PVC,,Norton Ranch Phase 3,,2015,,City of Bozeman,4379,
10,N0352_N0349,,Active,,Less than 50 pct obligated,180.26701194,PVC,,Norton Ranch Phase 3,,2015,,City of Bozeman,4380,
10,N0357_N0352,,Active,,Less than 50 pct obligated,221.34580241,PVC,,Norton Ranch Phase 3,,2015,,City of Bozeman,4381,
10,N0349_N0348,,Active,,Less than 50 pct obligated,252.02047425,PVC,,Norton Ranch Phase 3,,2015,,City of Bozeman,4382,
8,N0359_N0354,,Active,,Less than 50 pct obligated,362.24444406,PVC,,Norton Ranch Phase 3,,2015,,City of Bozeman,4383,
8,N0358_N0353,,Active,,Less than 50 pct obligated,360.69986729,PVC,,Norton Ranch Phase 3,,2015,,City of Bozeman,4384,
21,L0352_L0353,,Active,,Less than 50 pct obligated,499.96412717,PVC,,Norton East Ranch Sewer Outfall,21 inch pipe,2015,,City of Bozeman,4385,
21,L0353_L0354,,Active,,Less than 50 pct obligated,498.67988183,PVC,,Norton East Ranch Sewer Outfall,21 inch pipe,2015,,City of Bozeman,4386,
21,L0354_L0355,,Active,,Less than 50 pct obligated,246.93516436,PVC,,Norton East Ranch Sewer Outfall,21 inch pipe,2015,,City of Bozeman,4387,
21,L0355_L0356,,Active,,Less than 50 pct obligated,498.77079833,PVC,,Norton East Ranch Sewer Outfall,21 inch pipe,2015,,City of Bozeman,4388,
21,L0356_L0357,,Active,,Less than 50 pct obligated,499.7186167,PVC,,Norton East Ranch Sewer Outfall,21 inch pipe,2015,,City of Bozeman,4389,
21,L0357_L0358,,Active,,Less than 50 pct obligated,219.59320063,PVC,,Norton East Ranch Sewer Outfall,21 inch pipe,2015,,City of Bozeman,4390,
21,L0358_L0359,,Active,,Less than 50 pct obligated,240.48803315,PVC,,Norton East Ranch Sewer Outfall,21 inch pipe,2015,,City of Bozeman,4391,
21,L0359_L0201,,Active,,Less than 50 pct obligated,500.39091362,PVC,,Norton East Ranch Sewer Outfall,21 inch pipe,2015,,City of Bozeman,4392,
21,L0201_L0202,,Active,,Less than 50 pct obligated,500.10959709,PVC,,Norton East Ranch Sewer Outfall,21 inch pipe,2015,,City of Bozeman,4393,
21,L0202_L0203,,Active,,Less than 50 pct obligated,500.10599389,PVC,,Norton East Ranch Sewer Outfall,21 inch pipe,2015,,City of Bozeman,4394,
21,L0203_L0204,,Active,,Less than 50 pct obligated,499.15729026,PVC,,Norton East Ranch Sewer Outfall,21 inch pipe,2015,,City of Bozeman,4395,
21,L0204_L0205,,Active,,Less than 50 pct obligated,499.49658792,PVC,,Norton East Ranch Sewer Outfall,21 inch pipe,2015,,City of Bozeman,4396,
27,L0205_L0206,,Active,,Less than 50 pct obligated,501.35136424,PVC,,Norton East Ranch Sewer Outfall,27 inch pipe,2015,,City of Bozeman,4397,
27,L0206_L0207,,Active,,Less than 50 pct obligated,499.22419051,PVC,,Norton East Ranch Sewer Outfall,27 inch pipe,2015,,City of Bozeman,4398,
27,L0207_L0208,,Active,,Less than 50 pct obligated,263.56795374,PVC,,Norton East Ranch Sewer Outfall,27 inch pipe,2015,,City of Bozeman,4399,
15,L0208_L0209,,Active,,Less than 50 pct obligated,235.21167673,PVC,,Norton East Ranch Sewer Outfall,15 inch pipe,2015,,City of Bozeman,4400,
15,L0209_L0210,,Active,,Less than 50 pct obligated,400.23051112,PVC,,Norton East Ranch Sewer Outfall,15 inch pipe,2015,,City of Bozeman,4401,
15,L0211_L0212,,Active,,Less than 50 pct obligated,340.65630538,PVC,,Norton East Ranch Sewer Outfall,15 inch pipe,2015,,City of Bozeman,4402,
15,L0212_K0101,,Active,,Less than 50 pct obligated,94.96909502,PVC,,Norton East Ranch Sewer Outfall,15 inch pipe,2015,,City of Bozeman,4403,
8,K0384_K0383,,Active,,Less than 50 pct obligated,266.74935418,PVC,,Patridge Downs Subdivision,,2015,,City of Bozeman,4404,
8,I0930_I0978,,Abandoned,,Less than 50 pct obligated,182.77391287,PVC,,Meadow Creek Subdivision Phase 5,Abandoned,2006,,Other,4405,
8,K0583_K0536,,Active,,Less than 50 pct obligated,70.52968303,PVC,,Valley Commons Business Park,,1994,,City of Bozeman,4406,
8,K0535_K0583,,Active,,Less than 50 pct obligated,196.33180977,PVC,,Valley Commons Business Park,,1994,,City of Bozeman,4407,
8,K0584_K0583,,Active,,Less than 50 pct obligated,210.57537477,PVC,,Valley Commons Lot 7,,2015,,City of Bozeman,4408,
8,I0974_I0924,,Active,,Less than 50 pct obligated,173.17069365,PVC,,Meadow Creek Subdivision Phase 2,,2006,,City of Bozeman,4409,
8,I0926_I0974,,Active,,Less than 50 pct obligated,51.96200553,PVC,,Meadow Creek Subdivision Phase 2,,2006,,City of Bozeman,4410,
8,I0977_I0976,,Active,,Less than 50 pct obligated,80.45200026,PVC,,Meadow Creek Subdivision,,2014,,City of Bozeman,4411,
